video_id,channel_id,channel_name,lean,published_at,year,month,view_count,like_count,comment_count
R2vsZuzPx-Y,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-31T14:42:04Z,2025,10,70532,3568,241
jIOMDDlkq7g,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-31T01:31:27Z,2025,10,114401,3232,410
KGMweoXarrQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-30T21:32:05Z,2025,10,59265,2183,337
qR3ieuDZTvs,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-30T18:16:42Z,2025,10,301185,6735,331
YksJe22_vaQ,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-30T17:00:54Z,2025,10,707836,4526,1429
aU_lPWFEWbo,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-30T00:21:29Z,2025,10,40996,1305,252
lv1eFghnQWE,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-29T21:01:07Z,2025,10,77326,2908,231
Gxe3pkjuMLg,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-29T17:00:35Z,2025,10,695550,4482,1373
5NTCirdw_xA,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-28T22:15:18Z,2025,10,45911,1146,24
WALnDye6Jjc,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-28T21:08:39Z,2025,10,127269,5529,1136
JuRPH_Fu3zI,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-28T20:15:43Z,2025,10,248643,6230,418
Ps97ylA1sOk,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-28T17:00:46Z,2025,10,756708,7019,1796
_0fG2jWw8aY,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,conservative,2025-10-27T21:20:00Z,2025,10,116630,3556,877
